Date,Close,Volume
2026-01-1872,-0.56,22777
2026-01-1873,-0.15,26200
2026-01-1874,0.9,10285
2026-01-1875,0.25,17118
2026-01-1876,-0.32,10006
2026-01-1877,0.29,24008
2026-01-1878,0.41,225
2026-01-1879,0.36,11980
2026-01-1880,0.16,30470
2026-01-1881,0.84,28747
2026-01-1882,0.28,27936
2026-01-1883,-0.96,10700
2026-01-1884,0.23,26364
2026-01-1885,-0.89,16040
2026-01-1886,-0.5,11504
2026-01-1887,-0.17,21766
2026-01-1888,0.41,2670
2026-01-1889,-0.55,10506
2026-01-1890,-0.12,23256
2026-01-1891,0.07,8266
2026-01-1892,-0.43,22678
2026-01-1893,0.99,12674
2026-01-1894,0.55,25191
2026-01-1895,0.9,29832
2026-01-1896,-0.42,10996
2026-01-1897,0.17,28290
2026-01-1898,0.67,1707
2026-01-1899,-0.66,28246
2026-01-1900,-0.38,19402
2026-01-1901,-0.61,3426
2026-01-1902,-0.05,30906
2026-01-1903,0.14,10350
2026-01-1904,0.86,5279
2026-01-1905,0.76,25822
2026-01-1906,-0.21,32301
2026-01-1907,-0.88,5676
2026-01-1908,0.64,7357
2026-01-1909,0.7,6038
2026-01-1910,0.12,10144
2026-01-1911,0.61,28180
2026-01-1912,-1,30643
2026-01-1913,-0.44,18061
2026-01-1914,-0.53,5939
2026-01-1915,-0.92,9290
2026-01-1916,-0.48,979
2026-01-1917,-0.82,21419
2026-01-1918,-0.93,22284
2026-01-1919,0.47,29977
2026-01-1920,-0.25,18613
2026-01-1921,0.09,13371
2026-01-1922,-0.58,16339
2026-01-1923,0.36,32621
2026-01-1924,0.01,26034
2026-01-1925,0.29,21358
2026-01-1926,-0.64,28469
2026-01-1927,-0.03,28504
2026-01-1928,0.98,4202
2026-01-1929,0.05,1238
2026-01-1930,-0.68,20065
2026-01-1931,0.16,14481
2026-01-1932,0.79,9023
2026-01-1933,0.27,1771
2026-01-1934,0.13,10382
2026-01-1935,0.4,24816
2026-01-1936,-0.12,15319
2026-01-1937,0.89,5513
2026-01-1938,-0.41,20851
2026-01-1939,-0.29,23283
2026-01-1940,0.64,27038
2026-01-1941,-0.88,3184
2026-01-1942,0.59,23501
2026-01-1943,0.74,28733
2026-01-1944,-0.41,27714
2026-01-1945,-0.51,6595
2026-01-1946,0.22,24541
2026-01-1947,-0.84,15377
2026-01-1948,-0.48,565
2026-01-1949,-0.09,138
2026-01-1950,0.1,20967
2026-01-1951,-0.45,13787
2026-01-1952,-0.76,18222
2026-01-1953,-0.61,27441
2026-01-1954,-0.52,26804
2026-01-1955,-0.66,19368
2026-01-1956,-0.59,8872
2026-01-1957,-0.32,19974
2026-01-1958,0.76,5137
2026-01-1959,-0.67,3241
2026-01-1960,0.45,18018
2026-01-1961,-0.85,22974
2026-01-1962,-0.48,846
2026-01-1963,0.56,25524
2026-01-1964,0.66,15581
2026-01-1965,0.44,32240
2026-01-1966,0.34,15296
2026-01-1967,-0.24,25027
2026-01-1968,-0.95,2018
2026-01-1969,-0.09,31641
2026-01-1970,-0.35,16191
2026-01-1971,-0.29,6259
2026-01-1972,0,20217
2026-01-1973,-0.84,1943
2026-01-1974,-0.76,17064
2026-01-1975,0.05,1157
2026-01-1976,0.02,7666
2026-01-1977,-0.25,32046
2026-01-1978,-0.68,29789
2026-01-1979,-0.54,2145
2026-01-1980,-0.97,13152
2026-01-1981,0.01,8326
2026-01-1982,0.53,21184
2026-01-1983,-0.51,30350
2026-01-1984,-0.95,24346
2026-01-1985,-0.75,28970
2026-01-1986,0.36,4795
2026-01-1987,0.93,11323
2026-01-1988,0.32,28856
2026-01-1989,-0.04,3210
2026-01-1990,0.76,5692
2026-01-1991,0.5,15290
2026-01-1992,0.95,13852
2026-01-1993,0.5,8315
2026-01-1994,-0.64,29361
2026-01-1995,0.6,9984
2026-01-1996,0.29,2534
2026-01-1997,-0.5,28082
2026-01-1998,-0.94,1936
2026-01-1999,0.84,10790
2026-01-2000,-0.83,29182
2026-01-2001,-0.34,23116
2026-01-2002,0.88,9425
2026-01-2003,0.01,5610
2026-01-2004,-0.5,19982
2026-01-2005,-0.79,5193
2026-01-2006,-0.62,16754
2026-01-2007,0.93,14895
2026-01-2008,-0.2,5638
2026-01-2009,0.67,17420
2026-01-2010,0.45,16883
2026-01-2011,-0.35,24696
2026-01-2012,-0.67,10390
2026-01-2013,-0.68,20189
2026-01-2014,-0.61,20183
2026-01-2015,-0.83,22129
2026-01-2016,0.53,10679
2026-01-2017,-0.87,10600
2026-01-2018,-0.48,15145
2026-01-2019,-0.39,2151
2026-01-2020,0.18,28963
2026-01-2021,-0.87,14907
2026-01-2022,0.54,31476
2026-01-2023,-0.83,11211
2026-01-2024,-0.71,2264
2026-01-2025,0.66,19531
2026-01-2026,0.42,10698
2026-01-2027,0.22,31155
2026-01-2028,0.87,15257
2026-01-2029,0.58,4464
2026-01-2030,0.62,8510
2026-01-2031,0.46,31065
2026-01-2032,0.8,13165
2026-01-2033,0.46,13540
2026-01-2034,-0.03,8042
2026-01-2035,-0.36,23194
2026-01-2036,0.84,10270
2026-01-2037,0.15,32200
2026-01-2038,-0.94,32106
2026-01-2039,0.02,24696
2026-01-2040,-0.67,7611
2026-01-2041,-0.33,415
2026-01-2042,-0.55,30175
2026-01-2043,0.54,23448
2026-01-2044,0.19,13079
2026-01-2045,0.88,26321
2026-01-2046,0.92,31597
2026-01-2047,0.97,13509
2026-01-2048,-0.48,71
2026-01-2049,-0.42,14122
2026-01-2050,-0.41,7997
2026-01-2051,0.99,1899
2026-01-2052,0.2,1320
2026-01-2053,-0.64,16984
2026-01-2054,0.12,1915
2026-01-2055,0.53,19485
2026-01-2056,0.41,10199
2026-01-2057,0.67,4208
2026-01-2058,-0.56,30169
2026-01-2059,-0.19,4879
2026-01-2060,0.08,17207
2026-01-2061,-0.41,25706
2026-01-2062,-0.51,24075
2026-01-2063,-0.74,20124
2026-01-2064,-0.93,17774
2026-01-2065,-0.16,20128
2026-01-2066,0.46,3145
2026-01-2067,-0.19,11714
2026-01-2068,0.49,24168
2026-01-2069,0.38,20307
2026-01-2070,0.93,23504
2026-01-2071,0.05,1697
2026-01-2072,-0.83,15955
2026-01-2073,-0.59,2343
2026-01-2074,0.33,32097
2026-01-2075,-0.21,20736
2026-01-2076,0.55,25633
2026-01-2077,0.54,930
2026-01-2078,-0.48,19904
2026-01-2079,-0.21,12488
2026-01-2080,-0.3,31754
2026-01-2081,-0.28,32176
2026-01-2082,0.01,15415
2026-01-2083,-0.14,4231
2026-01-2084,-0.2,19975
2026-01-2085,-0.4,20514
2026-01-2086,0.38,16657
2026-01-2087,0.9,19438
2026-01-2088,0.81,15447
2026-01-2089,-0.58,24618
2026-01-2090,-0.3,25631
2026-01-2091,-0.39,27219
2026-01-2092,0.81,20990
2026-01-2093,-0.67,8672
2026-01-2094,0.63,21302
2026-01-2095,0.02,26928
2026-01-2096,0.21,24898
2026-01-2097,-0.53,10945
2026-01-2098,-0.94,2222
2026-01-2099,-0.14,5794
2026-01-2100,0.77,12844
2026-01-2101,-0.17,21547
2026-01-2102,-0.6,485
2026-01-2103,-0.36,31723
2026-01-2104,0.37,16653
2026-01-2105,0.68,28130
2026-01-2106,-0.45,1466
2026-01-2107,-0.42,22512
2026-01-2108,-0.44,3318
2026-01-2109,-0.99,142
2026-01-2110,-0.24,31506
2026-01-2111,0.02,10684
2026-01-2112,-0.77,30270
2026-01-2113,0.12,8250
2026-01-2114,-0.25,20311
2026-01-2115,-0.5,19195
2026-01-2116,-0.12,11520
2026-01-2117,0.01,20183
2026-01-2118,0.98,27892
2026-01-2119,-0.52,6784
2026-01-2120,-0.55,12187
2026-01-2121,-0.38,28343
2026-01-2122,-0.42,16859
2026-01-2123,-0.29,14016
2026-01-2124,0.72,22832
2026-01-2125,-0.59,17683
2026-01-2126,-0.12,22015
2026-01-2127,0.76,18516
2026-01-2128,-0.02,39
2026-01-2129,-0.17,3205
2026-01-2130,0.97,29146
2026-01-2131,0.69,23675
2026-01-2132,0.17,9387
2026-01-2133,-0.8,6030
2026-01-2134,-0.58,21735
2026-01-2135,0.89,20373
2026-01-2136,-0.2,12073
2026-01-2137,0.77,786
2026-01-2138,0.81,31785
2026-01-2139,0.22,18345
2026-01-2140,0.79,16085
2026-01-2141,0.13,30935
2026-01-2142,0.35,30883
2026-01-2143,0.86,16096
2026-01-2144,-0.52,2085
2026-01-2145,0.52,521
2026-01-2146,-0.4,21982
2026-01-2147,-0.64,7688
2026-01-2148,0.19,17236
2026-01-2149,0.92,27065
2026-01-2150,-0.22,4198
2026-01-2151,-0.04,26386
2026-01-2152,-0.89,10976
2026-01-2153,0.47,12121
2026-01-2154,-0.98,7245
2026-01-2155,0.02,28564
2026-01-2156,0.39,2572
2026-01-2157,-0.43,2370
2026-01-2158,0.2,31654
2026-01-2159,0.59,11080
2026-01-2160,-0.02,23391
2026-01-2161,0.6,30510
2026-01-2162,0.91,25867
2026-01-2163,-0.67,1675
2026-01-2164,0.36,30499
2026-01-2165,0.75,25790
2026-01-2166,0.76,31256
2026-01-2167,-0.28,20703
2026-01-2168,-0.14,20967
2026-01-2169,0.15,23542
2026-01-2170,-0.05,3566
2026-01-2171,-0.44,14186
2026-01-2172,-0.63,19198
2026-01-2173,-0.74,18364
2026-01-2174,-0.15,31665
2026-01-2175,0.08,20340
2026-01-2176,0.6,2814
2026-01-2177,0.54,18012
2026-01-2178,0.52,3338
2026-01-2179,0.06,12525
2026-01-2180,-0.7,29249
2026-01-2181,0.79,3079
2026-01-2182,0.13,28838
2026-01-2183,0.17,8421
2026-01-2184,0.45,5991
2026-01-2185,0.69,21839
2026-01-2186,0.08,16565
2026-01-2187,0.62,19473
2026-01-2188,-0.19,21970
2026-01-2189,0.47,27053
2026-01-2190,0.08,6508
2026-01-2191,0.15,4429
2026-01-2192,-0.34,27689
2026-01-2193,-0.37,11771
2026-01-2194,0.41,16259
2026-01-2195,-0.69,23572
2026-01-2196,0.14,10966
2026-01-2197,0.88,18170
2026-01-2198,0.68,22199
2026-01-2199,-0.45,3850
2026-01-2200,-0.56,12936
2026-01-2201,-0.22,19406
2026-01-2202,-0.73,10313
2026-01-2203,0.23,32371
2026-01-2204,0.27,17073
2026-01-2205,-0.39,2173
2026-01-2206,0.34,31102
2026-01-2207,0.87,31417
2026-01-2208,-0.37,6153
2026-01-2209,0.26,20595
2026-01-2210,-0.05,29213
2026-01-2211,-0.94,27370
2026-01-2212,-0.41,23305
2026-01-2213,-0.04,24833
2026-01-2214,-0.77,4852
2026-01-2215,-0.21,30519
2026-01-2216,0.26,7793
2026-01-2217,0.85,21465
2026-01-2218,0.71,15444
2026-01-2219,0.07,17271
2026-01-2220,-0.13,28099
2026-01-2221,0.19,8596
2026-01-2222,0.15,17552
2026-01-2223,-0.08,14753
2026-01-2224,-0.43,27590
2026-01-2225,0.59,13357
2026-01-2226,-0.14,7809
2026-01-2227,-0.35,25686
2026-01-2228,-0.81,259
2026-01-2229,0.13,2435
2026-01-2230,-0.72,4101
2026-01-2231,-0.32,22869
2026-01-2232,-0.44,6731
2026-01-2233,0.78,26074
2026-01-2234,0.95,30843
2026-01-2235,-0.26,13316
2026-01-2236,-0.76,30511
2026-01-2237,0.85,5722
2026-01-2238,0.71,10057
2026-01-2239,-0.05,8174
2026-01-2240,-0.62,2183
2026-01-2241,-0.42,17295
2026-01-2242,0.22,16983
2026-01-2243,-0.69,29503
2026-01-2244,-0.68,24300
2026-01-2245,0.9,21480
2026-01-2246,-0.92,15505
2026-01-2247,0.02,22858
2026-01-2248,-0.82,10557
2026-01-2249,0.61,24120
2026-01-2250,-0.72,23656
2026-01-2251,0.13,3332
2026-01-2252,-0.08,17182
2026-01-2253,-0.33,11320
2026-01-2254,0.58,21074
2026-01-2255,0.87,9094
2026-01-2256,0.83,21364
2026-01-2257,-0.36,19714
2026-01-2258,0.46,24390
2026-01-2259,-0.75,26255
2026-01-2260,0.63,31467
2026-01-2261,0.92,14231
2026-01-2262,-0.81,2880
2026-01-2263,0.18,16128
2026-01-2264,0.48,4720
2026-01-2265,-0.21,32091
2026-01-2266,0.66,27587
2026-01-2267,-0.92,12126
2026-01-2268,-0.75,31159
2026-01-2269,0.18,3220
2026-01-2270,-0.65,31314
2026-01-2271,-0.44,24147
2026-01-2272,0.56,30134
2026-01-2273,0.6,751
2026-01-2274,-0.92,31478
2026-01-2275,-0.06,12589
2026-01-2276,0.24,7976
2026-01-2277,-0.06,4090
2026-01-2278,0.89,29372
2026-01-2279,-0.81,30301
2026-01-2280,0.02,24844
2026-01-2281,0.23,26539
2026-01-2282,-0.91,11827
2026-01-2283,-0.63,8186
2026-01-2284,-0.84,1827
2026-01-2285,0.69,17623
2026-01-2286,-0.01,22514
2026-01-2287,-0.85,3644
2026-01-2288,-0.64,23669
2026-01-2289,0.78,31676
2026-01-2290,-0.42,7952
2026-01-2291,-0.54,27137
2026-01-2292,0.15,22988
2026-01-2293,-0.84,7288
2026-01-2294,0.82,28074
2026-01-2295,0.33,3915
2026-01-2296,-0.44,25656
2026-01-2297,-0.38,9616
2026-01-2298,0.24,12129
2026-01-2299,-0.58,1984
2026-01-2300,-0.28,7049
2026-01-2301,0.96,18026
2026-01-2302,0.82,10202
2026-01-2303,0.75,5416
2026-01-2304,-0.35,14552
2026-01-2305,0.59,12755
2026-01-2306,-0.83,22844
2026-01-2307,0.54,19443
2026-01-2308,-0.76,31999
2026-01-2309,-0.78,121
2026-01-2310,0.33,31413
2026-01-2311,0.17,15793
2026-01-2312,-0.27,12060
2026-01-2313,0.75,9074
2026-01-2314,0.85,32501
2026-01-2315,-0.78,13208
2026-01-2316,0.95,11026
2026-01-2317,0.2,26291
2026-01-2318,0.88,10929
2026-01-2319,-0.28,30977
2026-01-2320,0.93,8
2026-01-2321,-0.46,922
2026-01-2322,-0.24,15137
2026-01-2323,-0.84,13803
2026-01-2324,-0.1,7912
2026-01-2325,-0.11,17253
2026-01-2326,0.79,7299
2026-01-2327,0.22,22902
2026-01-2328,-0.98,6369
2026-01-2329,-0.46,12729
2026-01-2330,0.34,12438
2026-01-2331,-0.26,5226
2026-01-2332,-0.37,28134
2026-01-2333,0.72,24348
2026-01-2334,-0.47,9503
2026-01-2335,0.07,25518
2026-01-2336,0.33,27437
2026-01-2337,-0.05,13179
2026-01-2338,-0.39,23144
2026-01-2339,-0.41,10961
2026-01-2340,0.07,6576
2026-01-2341,-0.28,20645
2026-01-2342,0.92,22972
2026-01-2343,-0.72,24196
2026-01-2344,-0.89,15535
2026-01-2345,-0.65,1229
2026-01-2346,0.16,23532
2026-01-2347,0.56,16158
2026-01-2348,0.49,24620
2026-01-2349,-0.04,19724
2026-01-2350,0.2,24526
2026-01-2351,-0.94,8983
2026-01-2352,-0.55,30574
2026-01-2353,-0.09,26588
2026-01-2354,0.38,20664
2026-01-2355,0.04,20877
2026-01-2356,0.53,2942
2026-01-2357,-0.96,30623
2026-01-2358,-0.48,15625
2026-01-2359,-0.89,27842
2026-01-2360,0.24,31149
2026-01-2361,0.35,13590
2026-01-2362,0.46,7328
2026-01-2363,-0.45,27804
2026-01-2364,0.41,16909
2026-01-2365,0.81,12779
2026-01-2366,0.02,10083
2026-01-2367,-0.08,10532
2026-01-2368,0.12,26099
2026-01-2369,0.61,11047
2026-01-2370,-0.95,15290
2026-01-2371,0.69,29959
2026-01-2372,-0.72,22139
2026-01-2373,-0.72,27580
2026-01-2374,-0.29,21778
2026-01-2375,-0.6,18456
2026-01-2376,0.48,29444
2026-01-2377,0.45,16125
2026-01-2378,-0.9,4698
2026-01-2379,-0.84,31180
2026-01-2380,-0.85,6064
2026-01-2381,-0.74,29472
2026-01-2382,-0.21,19593
2026-01-2383,-0.18,3005
2026-01-2384,0.36,15333
2026-01-2385,0.05,27587
2026-01-2386,0.32,15638
2026-01-2387,0.65,1064
2026-01-2388,0.18,8399
2026-01-2389,-0.68,17508
2026-01-2390,-0.04,13438
2026-01-2391,0.78,22638
2026-01-2392,-0.55,4059
2026-01-2393,0.69,744
2026-01-2394,0.62,24769
2026-01-2395,-0.51,26518
2026-01-2396,-0.33,10558
2026-01-2397,0.43,23061
2026-01-2398,-0.97,9190
2026-01-2399,0.86,1226
2026-01-2400,-0.97,17004
2026-01-2401,0,31768
2026-01-2402,-0.77,31347
2026-01-2403,0.96,4566
2026-01-2404,-0.7,21665
2026-01-2405,0.52,32000
2026-01-2406,-0.83,29173
2026-01-2407,0.86,10668
2026-01-2408,0.97,31579
2026-01-2409,-0.76,17728
2026-01-2410,-0.4,12158
2026-01-2411,-0.75,23267
2026-01-2412,0.12,734
2026-01-2413,-0.48,5169
2026-01-2414,0.62,1570
2026-01-2415,-0.89,29235
2026-01-2416,-0.1,1711
2026-01-2417,-0.36,4750
2026-01-2418,0.6,7545
2026-01-2419,0.67,21754
2026-01-2420,0.87,8217
2026-01-2421,0.65,29942
2026-01-2422,-0.12,10273
2026-01-2423,-0.85,27579
2026-01-2424,-0.63,9388
2026-01-2425,-0.31,11886
2026-01-2426,-0.7,10809
2026-01-2427,-0.6,7321
2026-01-2428,0.19,29881
2026-01-2429,-0.74,13020
2026-01-2430,-0.89,20454
2026-01-2431,-0.07,21984
2026-01-2432,0.57,22999
2026-01-2433,0.36,18829
2026-01-2434,0.5,21457
2026-01-2435,-0.95,10365
2026-01-2436,0.34,30049
2026-01-2437,-0.06,28592
2026-01-2438,-0.3,30119
2026-01-2439,-0.83,29313
2026-01-2440,-0.47,16117
2026-01-2441,0.77,19160
2026-01-2442,0.05,153
2026-01-2443,0.91,6562
2026-01-2444,0.76,4854
2026-01-2445,-0.28,11134
2026-01-2446,-0.84,25050
2026-01-2447,0.93,21945
2026-01-2448,-0.48,20747
2026-01-2449,0.21,8061
2026-01-2450,0.44,20259
2026-01-2451,0.66,2885
2026-01-2452,-0.61,2718
2026-01-2453,0.07,5268
2026-01-2454,0.54,32050
2026-01-2455,-0.68,13799
2026-01-2456,-0.8,16735
2026-01-2457,-0.02,2792
2026-01-2458,0.16,26182
2026-01-2459,-0.71,25316
2026-01-2460,-0.41,13758
2026-01-2461,0.83,22399
2026-01-2462,0.35,8357
2026-01-2463,-0.3,15271
2026-01-2464,0.42,17780
2026-01-2465,-0.23,30406
2026-01-2466,-0.05,17686
2026-01-2467,-0.97,8252
2026-01-2468,0.18,23035
2026-01-2469,-0.15,28428
2026-01-2470,-0.22,25960
2026-01-2471,0.01,20949
2026-01-2472,0.64,26385
2026-01-2473,-0.74,17157
2026-01-2474,0.37,4841
2026-01-2475,0.38,11593
2026-01-2476,-0.04,31033
2026-01-2477,-0.07,29768
2026-01-2478,-0.27,29935
2026-01-2479,0.09,30096
2026-01-2480,0.81,21561
2026-01-2481,0.39,5584
2026-01-2482,0.23,28499
2026-01-2483,0.31,11849
2026-01-2484,-0.58,8606
2026-01-2485,-0.5,28287
2026-01-2486,-0.6,22769
2026-01-2487,-0.77,1588
2026-01-2488,-0.33,12083
2026-01-2489,-1,11158
2026-01-2490,-0.94,16938
2026-01-2491,-0.37,20920
2026-01-2492,0.66,15758
2026-01-2493,-0.15,9023
2026-01-2494,-0.71,19298
2026-01-2495,0.56,5470
2026-01-2496,0.75,24196
2026-01-2497,-0.17,9988
2026-01-2498,-0.81,2946
2026-01-2499,0.9,8275
2026-01-2500,-0.31,25519
2026-01-2501,0.41,26197
2026-01-2502,0.45,1654
2026-01-2503,0.58,14058
2026-01-2504,0.94,23791
2026-01-2505,0.41,24837
2026-01-2506,0,13232
2026-01-2507,-0.25,19736
2026-01-2508,-0.62,9958
2026-01-2509,0.8,27085
2026-01-2510,-0.87,5284
2026-01-2511,-0.47,20727
2026-01-2512,-0.15,2426
2026-01-2513,-0.3,14536
2026-01-2514,-0.19,23370
2026-01-2515,0.49,1348
2026-01-2516,-0.23,26199
2026-01-2517,-0.65,3573
2026-01-2518,0.37,8351
2026-01-2519,0.31,27617
2026-01-2520,-0.67,30571
2026-01-2521,0.76,25529
2026-01-2522,0.31,11044
2026-01-2523,0.42,16467
2026-01-2524,-1,7528
2026-01-2525,0.16,12634
2026-01-2526,0.99,17757
2026-01-2527,-0.6,581
2026-01-2528,-0.77,15941
2026-01-2529,0.31,15749
2026-01-2530,0.39,9299
2026-01-2531,0.75,4099
2026-01-2532,0.63,13245
2026-01-2533,0.26,201
2026-01-2534,-0.76,24083
2026-01-2535,0.89,20735
2026-01-2536,-0.76,18895
2026-01-2537,0.45,6170
2026-01-2538,-0.17,28717
2026-01-2539,0.92,28752
2026-01-2540,0.24,19773
2026-01-2541,0.4,18255
2026-01-2542,-0.32,22070
2026-01-2543,-0.57,10030
2026-01-2544,0.56,10765
2026-01-2545,0.14,2980
2026-01-2546,-0.42,12358
2026-01-2547,0.24,6008
2026-01-2548,0.11,6667
2026-01-2549,0.17,15928
2026-01-2550,0.9,31099
2026-01-2551,0.8,13870
2026-01-2552,0.9,25412
2026-01-2553,-1,18064
2026-01-2554,-0.25,20084
2026-01-2555,-0.18,17911
2026-01-2556,0.06,9868
2026-01-2557,-0.56,23826
2026-01-2558,-0.64,17366
2026-01-2559,0.92,24988
2026-01-2560,-0.62,15865
2026-01-2561,-0.88,23947
2026-01-2562,-0.54,19659
2026-01-2563,-0.48,5771
2026-01-2564,-0.44,11110
2026-01-2565,-0.43,10666
2026-01-2566,-0.5,12670
2026-01-2567,0.45,3925
2026-01-2568,0.48,5874
2026-01-2569,0.74,7043
2026-01-2570,-0.71,5536
2026-01-2571,0.63,20016
2026-01-2572,-0.42,23934
2026-01-2573,0.01,2061
2026-01-2574,-0.45,3815
2026-01-2575,0.74,30582
2026-01-2576,0.39,12082
2026-01-2577,-0.76,20900
2026-01-2578,0.75,19337
2026-01-2579,0.76,11300
2026-01-2580,-0.76,15864
2026-01-2581,0.37,2695
2026-01-2582,0.25,18629
2026-01-2583,-0.49,29788
2026-01-2584,0.94,31744
2026-01-2585,0.06,10075
2026-01-2586,-0.29,6490
2026-01-2587,-0.16,14819
2026-01-2588,0.79,27195
2026-01-2589,0.58,16807
2026-01-2590,-0.55,15374
2026-01-2591,-0.62,21156
2026-01-2592,-0.8,30432
2026-01-2593,0.66,27222
2026-01-2594,0.57,553
2026-01-2595,-0.29,6955
2026-01-2596,0.89,27625
2026-01-2597,-0.71,3128
2026-01-2598,-0.61,1527
2026-01-2599,0.94,8490
2026-01-2600,-0.52,28054
2026-01-2601,0.17,24192
2026-01-2602,0.3,12618
2026-01-2603,0.48,24056
2026-01-2604,0.9,2282
2026-01-2605,0.43,26439
2026-01-2606,0.01,21493
2026-01-2607,0.27,269
2026-01-2608,0.93,21033
2026-01-2609,-0.69,3592
2026-01-2610,0.35,19026
2026-01-2611,-0.58,19080
2026-01-2612,-0.84,4961
2026-01-2613,0.17,15907
2026-01-2614,0.2,13245
2026-01-2615,0.66,30121
2026-01-2616,0.82,2782
2026-01-2617,-0.94,6491
2026-01-2618,-0.3,14615
2026-01-2619,0.95,13143
2026-01-2620,0.63,14771
2026-01-2621,0.92,14935
2026-01-2622,-0.83,25412
2026-01-2623,-0.19,13467
2026-01-2624,0.21,16952
2026-01-2625,0.22,1828
2026-01-2626,-0.7,429
2026-01-2627,-0.76,17699
2026-01-2628,0.53,22151
2026-01-2629,0.94,5041
2026-01-2630,-0.36,8383
2026-01-2631,0.2,30144
2026-01-2632,0.88,14077
2026-01-2633,-0.87,5202
2026-01-2634,-0.42,4202
2026-01-2635,0.53,22249
2026-01-2636,-0.42,16575
2026-01-2637,-0.1,24638
2026-01-2638,-0.77,31395
2026-01-2639,0.01,17205
2026-01-2640,0.58,3123
2026-01-2641,-0.13,1041
2026-01-2642,-0.74,2530
2026-01-2643,-0.91,14820
2026-01-2644,0.35,7043
2026-01-2645,0.31,25674
2026-01-2646,0.02,8100
2026-01-2647,-0.29,18775
2026-01-2648,-0.91,6430
2026-01-2649,0.94,28622
2026-01-2650,0.36,6890
2026-01-2651,-0.85,2452
2026-01-2652,0.54,9782
2026-01-2653,0.33,25188
2026-01-2654,-0.45,11960
2026-01-2655,0.45,9923
2026-01-2656,0.42,14659
2026-01-2657,-0.13,5943
2026-01-2658,0.47,18584
2026-01-2659,0.89,31668
2026-01-2660,0.88,3198
2026-01-2661,-0.2,27479
2026-01-2662,0.07,1813
2026-01-2663,-0.4,15447
2026-01-2664,-0.54,7271
2026-01-2665,0.82,12344
2026-01-2666,0.42,16448
2026-01-2667,-0.64,12353
2026-01-2668,0.49,13888
2026-01-2669,-0.77,11825
2026-01-2670,-0.49,6190
2026-01-2671,-0.61,32046
2026-01-2672,0.62,5775
2026-01-2673,-0.76,14078
2026-01-2674,0.85,10103
2026-01-2675,0.81,377
2026-01-2676,0.5,6048
2026-01-2677,0.7,18494
2026-01-2678,-0.84,12729
2026-01-2679,0.26,16038
2026-01-2680,0.15,28672
2026-01-2681,0.52,15862
2026-01-2682,-0.79,27667
2026-01-2683,0.28,21465
2026-01-2684,0.29,259
2026-01-2685,-0.18,5389
2026-01-2686,0.86,21419
2026-01-2687,0.35,2140
2026-01-2688,-0.34,13632
2026-01-2689,-0.15,15822
2026-01-2690,-0.97,5161
2026-01-2691,-0.04,26141
2026-01-2692,0.5,28432
2026-01-2693,-0.28,32361
2026-01-2694,0.7,32313
2026-01-2695,0.65,25645
2026-01-2696,0.2,1810
2026-01-2697,0.28,25970
2026-01-2698,-0.79,3596
2026-01-2699,-0.96,8514
2026-01-2700,0.99,23210
2026-01-2701,-0.31,19552
2026-01-2702,-0.65,471
2026-01-2703,0.44,11830
2026-01-2704,0.82,27261
2026-01-2705,0.95,27151
2026-01-2706,-0.34,83
2026-01-2707,0.1,26758
2026-01-2708,0.72,2295
2026-01-2709,0.06,30014
2026-01-2710,-0.48,20284
2026-01-2711,0.05,25812
2026-01-2712,-0.79,6341
2026-01-2713,0.75,22290
2026-01-2714,0.25,6611
2026-01-2715,0.67,26982
2026-01-2716,0.83,23387
2026-01-2717,0.93,28050
2026-01-2718,-0.21,18268
2026-01-2719,-0.26,30884
2026-01-2720,-0.71,20335
2026-01-2721,-0.4,24105
2026-01-2722,0.11,24992
2026-01-2723,-0.76,27550
2026-01-2724,-0.84,8060
2026-01-2725,-0.99,30759
2026-01-2726,0.09,2923
2026-01-2727,-0.33,7300
2026-01-2728,-0.75,8256
2026-01-2729,0.4,10048
2026-01-2730,-0.45,1807
2026-01-2731,-0.51,8491
2026-01-2732,0.6,24382
2026-01-2733,-0.64,30219
2026-01-2734,-0.3,19679
2026-01-2735,0.25,5519
2026-01-2736,-0.91,16701
2026-01-2737,-0.69,8324
2026-01-2738,-0.93,12725
2026-01-2739,0.01,30283
2026-01-2740,0.69,12488
2026-01-2741,0.64,13963
2026-01-2742,0.24,7534
2026-01-2743,0.7,2851
2026-01-2744,0.97,23724
2026-01-2745,0.11,20067
2026-01-2746,-0.35,20840
2026-01-2747,0.79,24955
2026-01-2748,-0.72,1661
2026-01-2749,-0.68,18227
2026-01-2750,0.6,16139
2026-01-2751,-0.34,22237
2026-01-2752,-0.52,24848
2026-01-2753,-0.96,7048
2026-01-2754,0.65,28221
2026-01-2755,0.33,13175
2026-01-2756,-0.59,32514
2026-01-2757,0.47,17362
2026-01-2758,0.54,29676
2026-01-2759,-0.46,21658
2026-01-2760,0.21,20784
2026-01-2761,-0.12,10466
2026-01-2762,0.16,30856
2026-01-2763,0.8,26429
2026-01-2764,0.37,13629
2026-01-2765,0.89,9843
2026-01-2766,-0.96,20101
2026-01-2767,0.84,12920
2026-01-2768,0.87,5136
2026-01-2769,-0.48,7582
2026-01-2770,0.28,6366
2026-01-2771,-0.28,29193
2026-01-2772,0.58,4179
2026-01-2773,0.83,5987
2026-01-2774,-0.77,397
2026-01-2775,-0.04,16594
2026-01-2776,0.01,17653
